1512043200000,0.00000900
1512045000000,0.00008900
1512046800000,0.00001230
1512048600000,0.00001154
1512050400000,0.00001135
1512052200000,0.00001208
1512054000000,0.00001221
1512055800000,0.00001184
1512057600000,0.00001194
1512059400000,0.00001194
1512061200000,0.00001213
1512063000000,0.00001239
1512064800000,0.00001260
1512066600000,0.00001187
1512068400000,0.00001180
1512070200000,0.00001199
1512072000000,0.00001176
1512073800000,0.00001180
1512075600000,0.00001194
1512077400000,0.00001179
1512079200000,0.00001191
1512081000000,0.00001204
1512082800000,0.00001236
1512084600000,0.00001247
1512086400000,0.00001204
1512088200000,0.00001157
1512090000000,0.00001183
1512091800000,0.00001175
1512093600000,0.00001205
1512095400000,0.00001211
1512097200000,0.00001213
1512099000000,0.00001195
1512100800000,0.00001189
1512102600000,0.00001192
1512104400000,0.00001199
1512106200000,0.00001195
1512108000000,0.00001201
1512109800000,0.00001195
1512111600000,0.00001200
1512113400000,0.00001208
1512115200000,0.00001198
1512117000000,0.00001219
1512118800000,0.00001199
1512120600000,0.00001202
1512122400000,0.00001173
1512124200000,0.00001193
1512126000000,0.00001194
1512127800000,0.00001219
1512129600000,0.00001220
1512131400000,0.00001247
1512133200000,0.00001234
1512135000000,0.00001204
1512136800000,0.00001161
1512138600000,0.00001185
1512140400000,0.00001205
1512142200000,0.00001201
1512144000000,0.00001188
1512145800000,0.00001199
1512147600000,0.00001192
1512149400000,0.00001185
1512151200000,0.00001193
1512153000000,0.00001186
1512154800000,0.00001186
1512156600000,0.00001189
1512158400000,0.00001192
1512160200000,0.00001198
1512162000000,0.00001185
1512163800000,0.00001196
1512165600000,0.00001189
1512167400000,0.00001192
1512169200000,0.00001204
1512171000000,0.00001204
1512172800000,0.00001206
1512174600000,0.00001209
1512176400000,0.00001199
1512178200000,0.00001212
1512180000000,0.00001236
1512181800000,0.00001237
1512183600000,0.00001237
1512185400000,0.00001232
1512187200000,0.00001244
1512189000000,0.00001250
1512190800000,0.00001255
1512192600000,0.00001256
1512194400000,0.00001235
1512196200000,0.00001210
1512198000000,0.00001221
1512199800000,0.00001226
1512201600000,0.00001228
1512203400000,0.00001241
1512205200000,0.00001235
1512207000000,0.00001230
1512208800000,0.00001238
1512210600000,0.00001233
1512212400000,0.00001236
1512214200000,0.00001211
1512216000000,0.00001217
1512217800000,0.00001219
1512219600000,0.00001226
1512221400000,0.00001230
1512223200000,0.00001217
1512225000000,0.00001214
1512226800000,0.00001229
