1501113600000,0.00850600
1501115400000,0.00859900
1501117200000,0.00855600
1501119000000,0.00857100
1501120800000,0.00856900
1501122600000,0.00867700
1501124400000,0.00884800
1501126200000,0.00894000
1501128000000,0.00905900
1501129800000,0.00919300
1501131600000,0.00915400
1501133400000,0.00930200
1501135200000,0.00995400
1501137000000,0.00926800
1501138800000,0.00927300
1501140600000,0.00895600
1501142400000,0.00892700
1501144200000,0.00887200
1501146000000,0.00905600
1501147800000,0.00900800
1501149600000,0.00905600
1501151400000,0.00912500
1501153200000,0.00912400
1501155000000,0.00905300
1501156800000,0.00899500
1501158600000,0.00894700
1501160400000,0.00894900
1501162200000,0.00906200
1501164000000,0.00902400
1501165800000,0.00907700
1501167600000,0.00899100
1501169400000,0.00906900
1501171200000,0.00902500
1501173000000,0.00902000
1501174800000,0.00913000
1501176600000,0.00910100
1501178400000,0.00913500
1501180200000,0.00918800
1501182000000,0.00920200
1501183800000,0.00915900
1501185600000,0.00911600
1501187400000,0.00917200
1501189200000,0.00918300
1501191000000,0.00921000
1501192800000,0.00932600
1501194600000,0.00925600
1501196400000,0.00944200
1501198200000,0.00939300
1501200000000,0.00943500
1501201800000,0.00962600
1501203600000,0.00964800
1501205400000,0.00959200
1501207200000,0.00953800
1501209000000,0.00954600
1501210800000,0.00950900
1501212600000,0.00962400
1501214400000,0.00961800
1501216200000,0.00951200
1501218000000,0.00931000
1501219800000,0.00940800
1501221600000,0.00931800
1501223400000,0.00938600
1501225200000,0.00953400
1501227000000,0.00952200
1501228800000,0.00962400
1501230600000,0.00966100
1501232400000,0.00962600
1501234200000,0.00956500
1501236000000,0.00959200
1501237800000,0.00961000
1501239600000,0.00981100
1501241400000,0.00999300
1501243200000,0.00996400
1501245000000,0.00956600
1501246800000,0.00951900
1501248600000,0.00962500
1501250400000,0.00951000
1501252200000,0.00957000
1501254000000,0.00954500
1501255800000,0.00940000
1501257600000,0.00937600
1501259400000,0.00951000
1501261200000,0.00948300
1501263000000,0.00938600
1501264800000,0.00941900
1501266600000,0.00944300
1501268400000,0.00940200
1501270200000,0.00947600
1501272000000,0.00937600
1501273800000,0.00937200
1501275600000,0.00940900
1501277400000,0.00939500
1501279200000,0.00942200
1501281000000,0.00947800
1501282800000,0.00944100
1501284600000,0.00947700
1501286400000,0.00927500
1501288200000,0.00920400
1501290000000,0.00923200
1501291800000,0.00920200
1501293600000,0.00899700
1501295400000,0.00897800
1501297200000,0.00915800
1501299000000,0.00942700
1501300800000,0.00936700
1501302600000,0.00946400
1501304400000,0.00942500
1501306200000,0.00943700
1501308000000,0.00946100
1501309800000,0.00954100
1501311600000,0.00943300
1501313400000,0.00936600
1501315200000,0.00943200
1501317000000,0.00910500
1501318800000,0.00912200
1501320600000,0.00909300
1501322400000,0.00898800
1501324200000,0.00895300
1501326000000,0.00903800
1501327800000,0.00904300
1501329600000,0.00901000
1501331400000,0.00909400
1501333200000,0.00905500
1501335000000,0.00907700
1501336800000,0.00912400
1501338600000,0.00901700
1501340400000,0.00911400
1501342200000,0.00919900
1501344000000,0.00917800
1501345800000,0.00920500
1501347600000,0.00921600
1501349400000,0.00927000
1501351200000,0.00923700
1501353000000,0.00917600
1501354800000,0.00890300
1501356600000,0.00895100
1501358400000,0.00900800
1501360200000,0.00910900
1501362000000,0.00904700
1501363800000,0.00900000
1501365600000,0.00894500
1501367400000,0.00887000
1501369200000,0.00879200
1501371000000,0.00878100
1501372800000,0.00884100
1501374600000,0.00880600
1501376400000,0.00879800
1501378200000,0.00875400
1501380000000,0.00883400
1501381800000,0.00880500
1501383600000,0.00883500
1501385400000,0.00877000
1501387200000,0.00879400
1501389000000,0.00877300
1501390800000,0.00874500
1501392600000,0.00869500
1501394400000,0.00859400
1501396200000,0.00864500
1501398000000,0.00867100
1501399800000,0.00872000
1501401600000,0.00872500
1501403400000,0.00868600
1501405200000,0.00878600
1501407000000,0.00876000
1501408800000,0.00877400
1501410600000,0.00883300
1501412400000,0.00877200
1501414200000,0.00877700
1501416000000,0.00880400
1501417800000,0.00879200
1501419600000,0.00875600
1501421400000,0.00876900
1501423200000,0.00875100
1501425000000,0.00892600
1501426800000,0.00883600
1501428600000,0.00886000
1501430400000,0.00882000
1501432200000,0.00885800
1501434000000,0.00893100
1501435800000,0.00887600
1501437600000,0.00899100
1501439400000,0.00887500
1501441200000,0.00885900
1501443000000,0.00890100
1501444800000,0.00895000
1501446600000,0.00891400
1501448400000,0.00895000
1501450200000,0.00899100
1501452000000,0.00898500
1501453800000,0.00894200
1501455600000,0.00898200
1501457400000,0.00896500
1501459200000,0.00900900
1501461000000,0.00897700
1501462800000,0.00905100
1501464600000,0.00900400
1501466400000,0.00893100
1501468200000,0.00894300
1501470000000,0.00897000
1501471800000,0.00888500
1501473600000,0.00888800
